DateTime,Location,Temperature_C,Humidity_Percent,Pressure_hPa,Pressure_Missing,Temperature_Diff,Humidity_Diff,Pressure_Diff,Temperature_Deviation,Humidity_Deviation,Pressure_Deviation,Temperature_LocalZ,Humidity_LocalZ,Pressure_LocalZ
2025-01-01 12:00:00,Chennai,30.0,58.58138510397075,1012.5,0,0.0,0.0,0.0,3.0500000000000007,-18.408049696214682,-1.4750000000000227,1.019882136682015,-1.1488009680553473,-0.9923788213187332
2025-01-01 12:00:00,Hyderabad,27.0,50.98677157890719,1012.1,0,-1.6000000000000014,1.8117072459324248,0.20000000000004547,3.049999999999997,-16.887578115443695,-2.7749999999999773,0.6284096297801371,-0.7564984655805267,-1.3205548483828904
2025-01-01 12:00:00,Kolkata,21.4,61.92008126297963,1013.4,0,-1.8000000000000007,6.061720659780946,0.2999999999999545,2.674999999999997,-9.679832534003062,-2.3250000000000455,0.6960583979963874,-0.6946065630161574,-1.2215704878490183
2025-01-01 12:00:00,Mumbai,29.4,54.5893740362844,1011.3,0,-3.6000000000000014,7.857444640631265,-0.8000000000000682,2.3999999999999986,-12.387815246122273,-2.550000000000068,0.4335775457889867,-0.5701406264947761,-1.635824713321971
2025-01-01 12:00:00,New_Delhi,13.0,83.66887270865111,1017.8,0,-1.8000000000000007,13.57812174477047,-0.10000000000002274,0.9499999999999993,3.2195314406178426,-1.75,0.4194350612188267,0.29879657966283885,-1.3435055086261414
2025-01-01 15:00:00,Chennai,26.0,84.07244076824206,1014.3,0,-4.0,25.491055664271308,1.7999999999999545,-2.4499999999999993,16.117650560669205,0.4249999999999545,-0.9884708554597846,1.2900824607744852,0.26688754339577253
2025-01-01 15:00:00,Hyderabad,23.0,63.085678507414855,1015.3,0,-4.0,12.098906928507667,3.199999999999932,-2.950000000000003,4.651067905208464,1.1499999999999773,-0.8132966068902088,0.2562741484812019,0.4590216125912549
2025-01-01 15:00:00,Kolkata,19.2,72.79689586933766,1015.5,0,-2.1999999999999993,10.876814606358032,2.1000000000000227,-1.125,7.391245856441969,0.375,-0.37260972911933143,0.745476953550385,0.1686777243962066
2025-01-01 15:00:00,Mumbai,26.4,66.25782759838835,1013.4,0,-3.0,11.668453562103949,2.1000000000000227,-2.450000000000003,7.06722823451328,-0.024999999999977263,-0.5525065305667906,0.39195433430643845,-0.012322842693167371
2025-01-01 15:00:00,New_Delhi,10.2,94.78062882988873,1019.6,0,-2.8000000000000007,11.111756121237619,1.8000000000000682,-2.5000000000000018,16.48256524338079,0.39999999999997726,-1.256296637761202,2.017016626911105,0.2523101209676012
2025-01-01 18:00:00,Chennai,25.6,85.05359376201457,1014.2,0,-0.3999999999999986,0.9811529937725112,-0.09999999999990905,-3.1499999999999986,17.323402816704416,0.6000000000000227,-1.6640513338861238,1.4332141892974983,0.4574953621608869
2025-01-01 18:00:00,Hyderabad,20.4,73.47887549588208,1015.8,0,-2.6000000000000014,10.393196988467224,0.5,-6.150000000000006,20.67151222336078,2.0,-2.503089285476464,2.968902276519427,0.9549100651920007
2025-01-01 18:00:00,Kolkata,17.2,81.47133555590639,1016.2,0,-2.0,8.674439686568732,0.7000000000000455,-3.8999999999999986,17.6728490838844,1.6000000000001364,-2.3362635621846115,2.514297681569596,0.9961158700289281
2025-01-01 18:00:00,Mumbai,23.4,77.78185620897757,1014.4,0,-3.0,11.524028610589227,1.0,-6.400000000000002,23.47569387784968,1.3500000000000227,-2.346352980126916,2.7289130335567537,0.7542797689571532
2025-01-01 18:00:00,New_Delhi,8.4,100.0,1019.6,0,-1.799999999999999,5.219371170111273,0.0,-4.35,19.70454604174239,0.5500000000000682,-2.2894724792250107,1.7418375319808657,0.3705290769447523
2025-01-01 21:00:00,Chennai,24.4,89.71497940989825,1012.3,0,-1.2000000000000028,4.661385647883677,-1.900000000000091,-3.5000000000000036,18.14277822534872,-1.0750000000000455,-1.4401132103265117,1.2090469952088814,-1.063105527989745
2025-01-01 21:00:00,Hyderabad,17.4,84.1728000475239,1014.6,0,-3.0,10.693924551641828,-1.1999999999999318,-7.350000000000001,24.991202568729186,0.8250000000000455,-1.9674167736733033,2.2005234196456995,0.4002228266290018
2025-01-01 21:00:00,Kolkata,16.4,84.60810750294789,1014.9,0,-0.8000000000000007,3.1367719470414954,-1.3000000000000682,-3.8500000000000014,16.596439180092304,0.34999999999990905,-1.475322640240881,1.4577146721555276,0.228314676632568
2025-01-01 21:00:00,Mumbai,21.8,82.05179279343892,1013.2,0,-1.5999999999999979,4.269936584461348,-1.1999999999999318,-6.2499999999999964,20.711545983613064,0.39999999999997726,-1.5207754283626198,1.5248237887284484,0.2912138908557852
2025-01-01 21:00:00,New_Delhi,10.0,94.77258174880322,1017.9,0,1.5999999999999996,-5.227418251196781,-1.7000000000000455,-1.6000000000000014,7.637518623198105,-0.8249999999999318,-0.5610293019333794,0.5765276656746436,-0.8158716842711289
2025-01-02 00:00:00,Chennai,24.0,93.01505522924244,1012.7,0,-0.3999999999999986,3.300075819344187,0.40000000000009095,-2.5,13.659455468211021,-0.6249999999998863,-1.0286522930903639,0.9710617920937074,-0.5830262411492686
2025-01-02 00:00:00,Hyderabad,16.2,89.6666795922352,1014.9,0,-1.1999999999999993,5.493879544711291,0.2999999999999545,-5.7500000000000036,21.735648184803182,0.4499999999999318,-1.4125586332290985,1.5303770399682715,0.2740303187411848
2025-01-02 00:00:00,Kolkata,13.4,92.44713118035172,1015.7,0,-2.9999999999999982,7.83902367740383,0.8000000000000682,-5.149999999999997,17.24802613255882,0.7000000000000455,-2.30391708688211,1.6968281236316396,0.5874264578503543
2025-01-02 00:00:00,Mumbai,20.6,88.87450414906138,1012.6,0,-1.1999999999999993,6.8227113556224595,-0.6000000000000227,-4.649999999999999,18.70429148978907,-0.47499999999990905,-1.383903643336051,1.5151618429110123,-0.3669254722562433
